conversation_id,category,turn,url,accessibility,accuracy,note
05f9aca6-a440-4fbf-bafb-a8adb90aabfd,mail_in,1,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632,50,0,"Box URL is not within the allowed Maryland elections domains, so content could not be verified against the specified sources."
18df7069-abec-44f9-affc-3c060385ada6,results_integrity,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632,0,0,Domain is outside the allowed sources; content could not be verified within the permitted domains.
18df7069-abec-44f9-affc-3c060385ada6,results_integrity,1,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632,0,0,Domain not on the allowed set; content could not be verified against the specified domains.
18df7069-abec-44f9-affc-3c060385ada6,results_integrity,1,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2207610983005,0,0,Domain not on the allowed set; content could not be verified against the specified domains.
2663c9fb-21f3-44eb-b7ac-e3e4e68454a7,results_integrity,1,https://elections.maryland.gov/press_room/documents/2026/Ensuring_Verification_and_Citizenship_Integrity.pdf,100,0,"The PDF is reachable on elections.maryland.gov and contains a toll-free number for the Maryland State Board of Elections (800-222-8683), which contradicts the chatbot's claim that no hotline is named in these materials."
2663c9fb-21f3-44eb-b7ac-e3e4e68454a7,results_integrity,1,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2302855799979,0,0,Second URL is on app.box.com and is not within the allowed domains; content could not be verified under the given domain restrictions.
2678b56c-c462-48e2-9d7d-077b2c072290,eligibility,0,https://www.elections.maryland.gov/voting/documents/Maryland_Voting_Pocket_Guide-En.pdf,50,0,"The PDF could not be retrieved due to a 400 error, so accessibility could not be confirmed and content accuracy could not be verified against the claimed statement."
340661d6-8652-4991-874b-a19fa4b0d855,results_integrity,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632,50,0,Box-hosted file; not on the approved Maryland election domains; content could not be verified to support the specific ballot-tracking claim.
340661d6-8652-4991-874b-a19fa4b0d855,results_integrity,2,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632,0,0,URL domain is not within the permitted authorities (elections.maryland.gov or montgomerycountymd.gov/elections); unable to verify content or its claims.
3a126f03-4c54-4059-b78d-38c332fb84ee,mail_in,1,https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html,50,0,"Structural validity is plausible, but reachability verification could not be completed; the page states there is a cancellation option, which does not support the claim that no cancellation is required."
